"";"study";"condition_arm1";"condition_arm2";"multi_arm1";"multi_arm2";".g";".g_se";"outcome_type";"instrument";"rating";"mean_arm1";"sd_arm1";"n_arm1";"mean_arm2";"sd_arm2";"n_arm2";"mean_change_arm1";"sd_change_arm1";"n_change_arm1";"mean_change_arm2";"sd_change_arm2";"n_change_arm2";"dich_paper";"event_arm1";"event_arm2";"totaln_arm1";"totaln_arm2";"precalc_g";"precalc_g_se";"precalc_log_rr";"precalc_log_rr_se";"other_stat";"baseline_m_arm1";"baseline_sd_arm1";"baseline_n_arm1";"baseline_m_arm2";"baseline_sd_arm2";"baseline_n_arm2";"rand_arm1";"rand_arm2";"attr_arm1";"attr_arm2";"rand_ratio";"year";"time_weeks";"time";"comorbid_mental";"format";"format_details";"country";"age_group";"percent_women";"recruitment";"diagnosis";"target_group";"sg";"ac";"ba";"itt";"rob";"n_sessions_arm1";"mean_age";".log_rr";".log_rr_se";".event_arm1";".event_arm2";".totaln_arm1";".totaln_arm2";"full_ref";".id"
"426";"McIndoo, 2016";"bat";"wl";"bat (ba)";"wl";1,02693204685956;0,39050620444487;"msd";"bdi-2";"self-report";13,93;10,15;16;25,5;11,83;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27,21;7,17;16;30,17;13,16;14;16;14;1;1;1;2016;13;"post";"n";"ind";"ind";"us";"yadul";0,62;"com";"cut";"stud";1;0;"sr";1;3;4;19,2;NA;NA;NA;NA;NA;NA;"McIndoo CC, File AA, Preddy T, Clark CG, Hopko DR. Mindfulness-based therapy and behavioral activation: A randomized controlled trial with depressed college students. Behaviour Research and Therapy. 2016;77:118-28.";"McIndoo_2016_msd_bdi-2_post_3months_self-report_bat_wl_bat(ba)_wl"
"427";"McIndoo, 2016";"3rd";"wl";"3rd wave (mbt)";"wl";1,08290782966493;0,373521825220161;"msd";"hdrs-17";"clinician";7,44;5,24;20;13,08;4,85;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,44;4,34;20;14,67;2,81;14;20;14;2;1;1;2016;13;"post";"n";"ind";"ind";"us";"yadul";0,62;"com";"cut";"stud";1;0;"0";1;2;4;19,2;NA;NA;NA;NA;NA;NA;"McIndoo CC, File AA, Preddy T, Clark CG, Hopko DR. Mindfulness-based therapy and behavioral activation: A randomized controlled trial with depressed college students. Behaviour Research and Therapy. 2016;77:118-28.";"McIndoo_2016_msd_hdrs_post_3months_clinician_3rd_wl_3rdwave(mbt)_wl"
"428";"McIndoo, 2016";"bat";"wl";"bat (ba)";"wl";1,36207667368394;0,408155776564768;"msd";"hdrs-17";"clinician";6,57;4,47;16;13,08;4,85;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13,93;3,71;16;14,67;2,81;14;16;14;1;1;1;2016;13;"post";"n";"ind";"ind";"us";"yadul";0,62;"com";"cut";"stud";1;0;"0";1;2;4;19,2;NA;NA;NA;NA;NA;NA;"McIndoo CC, File AA, Preddy T, Clark CG, Hopko DR. Mindfulness-based therapy and behavioral activation: A randomized controlled trial with depressed college students. Behaviour Research and Therapy. 2016;77:118-28.";"McIndoo_2016_msd_hdrs_post_3months_clinician_bat_wl_bat(ba)_wl"
"429";"McKee, 2006";"cbt";"cau";NA;NA;0,0731931364599782;0,312549170700786;"msd";"bdi-2";"self-report";12,1;6,4;21;12,6;7;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,5;6,2;57;22,4;7;43;57;43;36;23;1;2006;NA;"post";"n";"ind";"ind";"us";"adul";1;"oth";"cut";"ppd";0;0;"sr";0;1;5;24,42;NA;NA;NA;NA;NA;NA;"McKee MD, Zayas LH, Fletcher J, Boyd RC, Nam SH. Results of an intervention to reduce perinatal depression among low-income minority women in community primary care. Journal of Social Service Research. 2006;32(4):63-81.";"McKee_2006_msd_bdi-2_post_NA_self-report_cbt_cau_NA_NA"
"430";"Mennen, 2021";"ipt";"cau";NA;NA;0,385415302826265;0,187952421817389;"msd";"ces-d";"self-report";14,4;10,3;49;18,7;11,6;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,3;11,6;49;19,2;11,4;70;49;70;12;30;1;2021;13;"post";"n";"grp";"grp";"us";"adul";1;"oth";"cut";"ppd";1;0;"1";1;3;12;33;NA;NA;NA;NA;NA;NA;"Mennen, F. E., Palmer Molina, A., Monro, W. L., Duan, L., Stuart, S., & Sosna, T. (2021). Effectiveness of an Interpersonal Psychotherapy (IPT) Group Depression Treatment for Head Start Mothers: A Cluster-Randomized Controlled Trial. J Affect Disord, 280(Pt B), 39-48. https://doi.org/10.1016/j.jad.2020.11.074 
";"Mennen_2021_msd_ces-d_post_12_self-report_ipt_cau_NA_NA"
"431";"Merza, 2023";"cbt";"wl";NA;NA;0,810912329736253;0,153851366582527;"msd";"epds";"self-report";10,2;4,32;92;13,96;4,9;91;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,19;4,71;92;15,79;4,51;91;92;91;21;25;1;2023;9;"post";"n";"grp";"zoom, peer support";"can";"adul";1;"com";"cut";"ppd";1;1;"sr";1;4;9;32;NA;NA;NA;NA;NA;NA;"Merza D, Amani B, Savoy C, Babiy Z, Bieling PJ, Streiner DL, et al. Online peer‐delivered group cognitive‐behavioral therapy for postpartum depression: A randomized controlled trial. Acta Psychiatrica Scandinavica. 2023.";NA
"432";"Michalak, 2015";"3rd";"cau";"3rd wave (mbct+cau)";"cau";0,353395675965108;0,266116001386574;"msd";"hdrs-24";"clinician";17,86;10,37;26;21,16;8,16;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,03;6,27;36;23,87;6,33;35;36;35;10;3;1;2015;0;"post";"n";"grp";"grp";"eu";"adul";0,62;"com";"chr";"adul";1;1;"1";1;4;8;50,84;NA;NA;NA;NA;NA;NA;"Michalak J, Schultze M, Heidenreich T, Schramm E. A randomized controlled trial on the efficacy of mindfulness-based cognitive therapy and a group version of cognitive behavioral analysis system of psychotherapy for chronically depressed patients. Journal of Consulting and Clinical Psychology. 2015;83(5):951-63.";"Michalak_2015_msd_hdrs_post_0_clinician_3rd_cau_3rdwave(mbct+cau)_cau"
"433";"Michalak, 2015";"3rd";"cau";"3rd wave (mbct+cau)";"cau";0,500849118813124;0,268204057451074;"msd";"bdi-1";"self-report";22,69;12,11;26;28,34;10,27;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;31,31;9,55;36;29,76;7,42;35;36;35;10;3;1;2015;0;"post";"n";"grp";"grp";"eu";"adul";0,62;"com";"chr";"adul";1;1;"sr";1;4;8;50,84;NA;NA;NA;NA;NA;NA;"Michalak J, Schultze M, Heidenreich T, Schramm E. A randomized controlled trial on the efficacy of mindfulness-based cognitive therapy and a group version of cognitive behavioral analysis system of psychotherapy for chronically depressed patients. Journal of Consulting and Clinical Psychology. 2015;83(5):951-63.";"Michalak_2015_msd_bdi-1_post_0_self-report_3rd_cau_3rdwave(mbct+cau)_cau"
"434";"Michalak, 2015";"other psy";"cau";"other psy (cbasp+cau)";"cau";0,525450613672847;0,263298407706103;"msd";"bdi-1";"self-report";22,28;12,54;28;28,34;10,27;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30,26;7,52;35;29,76;7,42;35;35;35;7;3;1;2015;0;"post";"n";"oth";"oth (ind+grp)";"eu";"adul";0,62;"com";"chr";"adul";1;1;"sr";1;4;10;50,84;NA;NA;NA;NA;NA;NA;"Michalak J, Schultze M, Heidenreich T, Schramm E. A randomized controlled trial on the efficacy of mindfulness-based cognitive therapy and a group version of cognitive behavioral analysis system of psychotherapy for chronically depressed patients. Journal of Consulting and Clinical Psychology. 2015;83(5):951-63.";"Michalak_2015_msd_bdi-1_post_0_self-report_otherpsy_cau_otherpsy(cbasp+cau)_cau"
"435";"Michalak, 2015";"other psy";"cau";"other psy (cbasp+cau)";"cau";0,758150615041983;0,268106512871941;"msd";"hdrs-24";"clinician";14,64;8,85;28;21,16;8,16;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24,71;6,69;35;23,87;6,33;35;35;35;7;3;1;2015;0;"post";"n";"oth";"oth (ind+grp)";"eu";"adul";0,62;"com";"chr";"adul";1;1;"1";1;4;10;50,84;NA;NA;NA;NA;NA;NA;"Michalak J, Schultze M, Heidenreich T, Schramm E. A randomized controlled trial on the efficacy of mindfulness-based cognitive therapy and a group version of cognitive behavioral analysis system of psychotherapy for chronically depressed patients. Journal of Consulting and Clinical Psychology. 2015;83(5):951-63.";"Michalak_2015_msd_hdrs_post_0_clinician_otherpsy_cau_otherpsy(cbasp+cau)_cau"
"436";"Milgrom, 2005";"cbt";"cau";"cbt (group cbt)";"cau";0,623676255923637;0,351804509468405;"remission (cut-off)";"bdi-1";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BDI < 17";17;5;31;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;46;33;15;15;1;2005;12;"post";"n";"grp";"grp";"au";"adul";1;"oth";"mood";"ppd";1;1;"sr";1;4;9;29,7;0,680159985033134;0,4135334440406;17;5;31;18;"Milgrom J, Negri LM, Gemmill AW, McNeil M, Martin PR. A randomized controlled trial of psychological interventions for postnatal depression. British Journal of Clinical Psychology. 2005;44(4):529-42.";"Milgrom_2005_remission(cut-off)_bdi-1_post_NA_self-report_cbt_cau_cbt(groupcbt)_cau"
"437";"Milgrom, 2005";"sup";"cau";"sup (individual counselling)";"cau";0,692573248532661;0,342036209735531;"remission (cut-off)";"bdi-1";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BDI < 17";22;5;38;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;66;33;28;15;1;2005;12;"post";"n";"ind";"ind";"au";"adul";1;"oth";"mood";"ppd";1;1;"sr";1;4;9;29,7;0,734390139093994;0,404454200652318;22;5;38;18;"Milgrom J, Negri LM, Gemmill AW, McNeil M, Martin PR. A randomized controlled trial of psychological interventions for postnatal depression. British Journal of Clinical Psychology. 2005;44(4):529-42.";"Milgrom_2005_remission(cut-off)_bdi-1_post_NA_self-report_sup_cau_sup(individualcounselling)_cau"
"438";"Milgrom, 2005";"sup";"cau";"sup (group counselling)";"cau";0,848001635734394;0,351171386573414;"remission (cut-off)";"bdi-1";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BDI < 17";22;5;34;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;47;33;13;15;1;2005;12;"post";"n";"grp";"grp";"au";"adul";1;"oth";"mood";"ppd";1;1;"sr";1;4;9;29,7;0,845615774204219;0,400608568546789;22;5;34;18;"Milgrom J, Negri LM, Gemmill AW, McNeil M, Martin PR. A randomized controlled trial of psychological interventions for postnatal depression. British Journal of Clinical Psychology. 2005;44(4):529-42.";"Milgrom_2005_remission(cut-off)_bdi-1_post_NA_self-report_sup_cau_sup(groupcounselling)_cau"
"439";"Milgrom, 2011";"cbt";"cau";"cbt (cbt by psychologist+cau)";"cau";0,0671496974243975;0,294969927486421;"msd";"bdi-2";"self-report";10,4;9,5;23;11;8;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30,9;10,7;23;27,9;10,8;23;23;23;6;8;1;2011;8;"post";"n";"ind";"ind";"au";"adul";1;"oth";"cut";"ppd";1;1;"sr";1;4;4;31,48;NA;NA;NA;NA;NA;NA;"Milgrom J, Holt CJ, Gemmill AW, Ericksen J, Leigh B, Buist A, et al. Treating postnatal depressive symptoms in primary care: A randomised controlled trial of GP management, with and without adjunctive counselling. BMC psychiatry. 2011;11:95.";"Milgrom_2011_msd_bdi-2_post_NA_self-report_cbt_cau_cbt(cbtbypsychologist+cau)_cau"
"440";"Milgrom, 2011";"cbt";"cau";"cbt (cbt by nurse+cau)";"cau";0,653623455512427;0,306350750489147;"msd";"bdi-2";"self-report";6,7;4,3;22;11;8;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25,5;8,3;22;27,9;10,8;23;22;23;5;8;1;2011;8;"post";"n";"ind";"ind";"au";"adul";1;"oth";"cut";"ppd";1;1;"sr";1;4;5;31,48;NA;NA;NA;NA;NA;NA;"Milgrom J, Holt CJ, Gemmill AW, Ericksen J, Leigh B, Buist A, et al. Treating postnatal depressive symptoms in primary care: A randomised controlled trial of GP management, with and without adjunctive counselling. BMC psychiatry. 2011;11:95.";"Milgrom_2011_msd_bdi-2_post_NA_self-report_cbt_cau_cbt(cbtbynurse+cau)_cau"
"441";"Milgrom, 2015b";"cbt";"cau";NA;NA;0,566499508697449;0,308024004109125;"msd";"bdi-2";"self-report";12,81;9,61;23;18,42;9,85;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30,7;9,28;27;30,77;8,71;27;27;27;4;6;1;2015;9;"post";"n";"ind";"ind";"au";"adul";1;"com";"mood";"ppd";1;1;"sr";1;4;6;31,79;NA;NA;NA;NA;NA;NA;"Milgrom J, Holt C, Holt CJ, Ross J, Ericksen J, Gemmill AW. Feasibility study and pilot randomised trial of an antenatal depression treatment with infant follow-up. Archives of Women's Mental Health. 2015;18(5):717-30.";"Milgrom_2015b_msd_bdi-2_post_NA_self-report_cbt_cau_NA_NA"
"442";"Milgrom, 2016";"cbt";"cau";NA;NA;0,828511190386603;0,318366876910328;"msd";"bdi-2";"self-report";14,5;12,2;21;23;7,5;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25,3;6,4;21;26,3;8,6;22;21;22;2;0;1;2016;12;"post";"n";"gsh";"gsh";"au";"adul";1;"com";"mood";"ppd";1;1;"sr";1;4;6;31,6;NA;NA;NA;NA;NA;NA;"Milgrom J, Danaher BG, Gemmill AW, Holt C, Holt CJ, Seeley JR, et al. Internet cognitive behavioral therapy for women with postnatal depression: A randomized controlled trial of MumMoodBooster. Journal of Medical Internet Research. 2016;18(3):e54.";"Milgrom_2016_msd_bdi-2_post_NA_self-report_cbt_cau_NA_NA"
"443";"Milgrom, 2021";"cbt";"cau";"cbt (f-t-f)";"cau";-0,221611354090969;0,228653052977963;"msd";"bdi-2";"self-report";21,36;12,15;39;18,85;10,16;38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27,18;9,95;39;29,97;8,76;38;39;38;3;5;1;2021;12;"post";"n";"ind";"ind";"au";"adul";1;"com";"mood";"ppd";1;1;"1";1;4;9;32,1;0,197168064910949;0,151799818462639;30;24;39;38;"Milgrom, J., Danaher, B. G., Seeley, J. R., Holt, C. J., Holt, C., Ericksen, J., Tyler, M. S., Gau, J. M., & Gemmill, A. W. (2021). Internet and Face-to-face Cognitive Behavioral Therapy for Postnatal Depression Compared With Treatment as Usual: Randomized Controlled Trial of MumMoodBooster. J Med Internet Res, 23(12), e17185. https://doi.org/10.2196/17185 
";"Milgrom_2021_msd_bdi-2_post_12_self-report_cbt_cau_cbt(f-t-f)_cau"
"444";"Milgrom, 2021";"cbt";"cau";"cbt (i-cbt)";"cau";0,746807148310505;0,235907103769622;"msd";"bdi-2";"self-report";11,63;8,96;39;18,85;10,16;38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28,1;7,91;39;29,97;8,76;38;39;38;7;5;1;2021;12;"post";"n";"gsh";"gsh";"au";"adul";1;"com";"mood";"ppd";1;1;"1";1;4;6;32,1;0,26170658604852;0,144775175883011;32;24;39;38;"Milgrom, J., Danaher, B. G., Seeley, J. R., Holt, C. J., Holt, C., Ericksen, J., Tyler, M. S., Gau, J. M., & Gemmill, A. W. (2021). Internet and Face-to-face Cognitive Behavioral Therapy for Postnatal Depression Compared With Treatment as Usual: Randomized Controlled Trial of MumMoodBooster. J Med Internet Res, 23(12), e17185. https://doi.org/10.2196/17185 
";"Milgrom_2021_msd_bdi-2_post_12_self-report_cbt_cau_cbt(i-cbt)_cau"
"445";"Miranda, 2003";"cbt";"cau";NA;NA;0,158683733220844;0,14972642910627;"msd";"hdrs-17";"clinician";11,4;6,29;90;12,4;6,26;89;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,2;9,196;90;13,9;9,15;89;90;89;NA;NA;1;2003;12;"post";"n";"oth";"oth (ind or grp)";"us";"adul";1;"oth";"mdd";"oth";1;1;"1";1;4;8;29,3;NA;NA;NA;NA;NA;NA;"Miranda J, Chung JY, Green BL, Krupnick J, Siddique J, Revicki DA, et al. Treating depression in predominantly low-income young minority women: A randomized controlled trial. Jama. 2003;290(1):57-65.";"Miranda_2003_msd_hdrs_post_NA_clinician_cbt_cau_NA_NA"
"446";"Mohr, 2000";"cbt";"cau";NA;NA;0,567146746844099;0,360955933956895;"msd";"poms-d";"self-report";18,7;13,8;16;26,7;13,7;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33,1;12,4;16;27,9;12,1;16;16;16;5;4;1;2000;8;"post";"n";"tel";"tel";"us";"adul";0,72;"oth";"cut";"med";0;0;"sr";1;2;8;42,35;NA;NA;NA;NA;NA;NA;"Mohr DC, Likosky W, Bertagnolli A, Goodkin DE, Van Der Wende J, Dwyer P, et al. Telephone-administered cognitive-behavioral therapy for the treatment of depressive symptoms in multiple sclerosis. Journal of Consulting and Clinical Psychology. 2000;68(2):356-61.";"Mohr_2000_msd_poms-d_post_NA_self-report_cbt_cau_NA_NA"
"447";"Mohr, 2011";"cbt";"cau";NA;NA;0,277879819686387;0,218128591196293;"msd";"hdrs-17";"clinician";15,43;5,51;41;17;5,68;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,83;3,96;41;19,23;3,72;44;41;44;3;9;1;2011;20;"post";"n";"tel";"tel";"us";"old";0,09;"clin";"mdd";"oth";0;0;"1";1;2;16;55,9;NA;NA;NA;NA;NA;NA;"Mohr DC, Carmody T, Erickson L, Jin L, Leader J. Telephone-administered cognitive behavioral therapy for veterans served by community-based outpatient clinics. Journal of Consulting and Clinical Psychology. 2011;79(2):261-5.";"Mohr_2011_msd_hdrs_post_NA_clinician_cbt_cau_NA_NA"
"448";"Mohr, 2011";"cbt";"cau";NA;NA;0,292260741171466;0,235552255945448;"msd";"phq-9";"self-report";11,15;6,46;38;12,9;5,28;35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,12;5,1;41;17,39;4,79;44;41;44;3;9;1;2011;20;"post";"n";"tel";"tel";"us";"old";0,09;"clin";"mdd";"oth";0;0;"sr";1;2;16;55,9;NA;NA;NA;NA;NA;NA;"Mohr DC, Carmody T, Erickson L, Jin L, Leader J. Telephone-administered cognitive behavioral therapy for veterans served by community-based outpatient clinics. Journal of Consulting and Clinical Psychology. 2011;79(2):261-5.";"Mohr_2011_msd_phq-9_post_NA_self-report_cbt_cau_NA_NA"
"449";"Mohr, 2013";"cbt";"wl";NA;NA;0,517491734884045;0,248516396524693;"msd";"phq-9";"self-report";9,84;5,25;34;12,51;4,94;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,71;4,78;34;15,36;4,77;33;34;33;6;NA;1;2013;6;"post";"n";"gsh";"gsh";"us";"adul";0,72;"com";"mdd";"adul";1;1;"sr";1;4;18;48,33;NA;NA;NA;NA;NA;NA;"Mohr DC, Duffecy J, Ho J, Kwasny M, Cai X, Burns MN, et al. A randomized controlled trial evaluating a manualized TeleCoaching protocol for improving adherence to a web-based intervention for the treatment of depression. PLoS One. 2013;8(8):e70086.";"Mohr_2013_msd_phq-9_post_4months_self-report_cbt_wl_cbt(coachedi-cbt)_wl"
"450";"Moldovan, 2013";"cbt";"other ctr";"cbt (cognitive bibliotherapy)";"other ctr";-0,116427568027473;0,308878188203003;"msd";"bdi-2";"self-report";7,7;4,8;21;7,1;5,3;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,7;2,2;24;11,7;1,6;24;24;24;3;3;1;2013;4;"post";"n";"gsh";"gsh";"eu";"yadul";0,88;"com";"cut";"stud";1;1;"sr";1;4;4;23;NA;NA;NA;NA;NA;NA;"Moldovan R, Cobeanu O, David D. Cognitive bibliotherapy for mild depressive symptomatology: Randomized clinical trial of efficacy and mechanisms of change. Clinical Psychology and Psychotherapy. 2013;20(6):482-93.";"Moldovan_2013_msd_bdi-2_post_3months_self-report_cbt_otherctr_cbt(cognitivebibliotherapy)_otherctr"
"451";"Moldovan, 2013";"cbt";"cau";"cbt (cognitive bibliotherapy)";"cau";0,591392424614731;0,319459315876589;"msd";"bdi-2";"self-report";7,7;4,8;21;11;6,1;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,7;2,2;24;11,3;1,9;24;24;24;3;4;1;2013;4;"post";"n";"gsh";"gsh";"eu";"yadul";0,88;"com";"cut";"stud";1;1;"sr";1;4;4;23;NA;NA;NA;NA;NA;NA;"Moldovan R, Cobeanu O, David D. Cognitive bibliotherapy for mild depressive symptomatology: Randomized clinical trial of efficacy and mechanisms of change. Clinical Psychology and Psychotherapy. 2013;20(6):482-93.";"Moldovan_2013_msd_bdi-2_post_3months_self-report_cbt_cau_cbt(cognitivebibliotherapy)_cau"
"452";"Moldovan, 2013";"cbt";"wl";"cbt (cognitive bibliotherapy)";"wl";0,642145163919688;0,313129134577892;"msd";"bdi-2";"self-report";7,7;4,8;21;12;7,9;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,7;2,2;24;12,7;2,3;24;24;24;3;2;1;2013;4;"post";"n";"gsh";"gsh";"eu";"yadul";0,88;"com";"cut";"stud";1;1;"sr";1;4;4;23;NA;NA;NA;NA;NA;NA;"Moldovan R, Cobeanu O, David D. Cognitive bibliotherapy for mild depressive symptomatology: Randomized clinical trial of efficacy and mechanisms of change. Clinical Psychology and Psychotherapy. 2013;20(6):482-93.";"Moldovan_2013_msd_bdi-2_post_3months_self-report_cbt_wl_cbt(cognitivebibliotherapy)_wl"
"453";"Montero-Marin, 2016";"cbt";"cau";"cbt (low-intensity therapist-guided (litg))";"cau";0,0773538133610707;0,174852737379713;"msd";"bdi-2";"self-report";17,08;10,24;64;17,91;11,06;67;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,73;4,83;64;21,76;5,39;67;96;102;18;16;1;2016;13;"post";"n";"gsh";"gsh";"eu";"adul";0,76;"clin";"mdd";"adul";1;1;"sr";1;4;6;42,93;NA;NA;NA;NA;NA;NA;"Montero-Marín, J., Araya, R., Pérez-Yus, M. C., Mayoral, F., Gili, M., Botella, C., . . . López-Del-Hoyo, Y. (2016). An internet-based intervention for depression in primary Care in Spain: a randomized controlled trial. Journal of medical Internet research, 18(8), e231. ";"Montero-Marin_2016_msd_bdi-2_post_NA_self-report_cbt_cau_cbt(low-intensitytherapist-guided(litg))_cau"
"454";"Moon, 2021";"cbt";"wl";NA;NA;1,63279258130665;0,371820119726251;"msd";"bdi-1";"self-report";14,68;2,74;19;18,84;2,24;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,64;2,62;21;19,25;2,2;21;21;21;2;1;1;2021;8;"post";"n";"grp";"grp";"eas";"adul";0,52;"oth";"cut";"med";1;1;"1";1;4;8;32;NA;NA;NA;NA;NA;NA;"Moon, J. R., Huh, J., Song, J., Kang, I. S., Park, S. W., Chang, S. A., . . . Han, J. S. (2021). The effects of rational emotive behavior therapy for depressive symptoms in adults with congenital heart disease. Heart Lung, 50(6), 906-913. doi:10.1016/j.hrtlng.2021.07.011";"Moon_2021_msd_bdi_post_8_self-report_cbt_cau_NA_NA"
"455";"Moon, 2021";"cbt";"wl";NA;NA;2,19169754928708;0,408421501688686;"msd";"hdrs-17";"clinician";10,63;3;19;16,55;2,26;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,78;1,84;21;16,92;2,18;21;21;21;2;1;1;2021;8;"post";"n";"grp";"grp";"eas";"adul";0,52;"oth";"cut";"med";1;1;"1";1;4;8;32,12;NA;NA;NA;NA;NA;NA;"Moon, J. R., Huh, J., Song, J., Kang, I. S., Park, S. W., Chang, S. A., . . . Han, J. S. (2021). The effects of rational emotive behavior therapy for depressive symptoms in adults with congenital heart disease. Heart Lung, 50(6), 906-913. doi:10.1016/j.hrtlng.2021.07.011";"Moon_2021_msd_hdrs_post_8_clinician_cbt_cau_NA_NA"
"456";"Mossey, 1996";"ipt";"cau";NA;NA;0,205110408032174;0,276024472210249;"remission (cut-off)";"gds";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"GDS < 11";14;13;31;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;44;45;13;9;1;1996;NA;"post";"n";"ind";"ind";"us";"old";0,78;"oth";"sub";"old";0;0;"sr";0;1;10;71;0,223639706124686;0,297179753781683;14;13;31;36;"Mossey JM, Knott KA, Higgins M, Talerico K. Effectiveness of a psychosocial intervention, interpersonal counseling, for subdysthymic depression in medically ill elderly. The journals of gerontology Series A, Biological sciences and medical sciences. 1996;51(4):M172-8.";"Mossey_1996_remission(cut-off)_gds_post_NA_self-report_ipt_cau_NA_NA"
"457";"Mueller-Weinitschke, 2023";"bat";"cau";NA;NA;0,705211346604192;0,182252709422691;"msd";"qids-c";"clinician";7,8;4,8;64;11,6;4,8;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,3;4;64;12,9;4;64;64;64;8;6;1;2023;8;"post";"n";"gsh";"gsh";"eu";"adul";0,79;"com";"mdd";"adul";1;1;"1";1;4;6;42;NA;NA;NA;NA;NA;NA;"Mueller-Weinitschke C, Bengel J, Baumeister H, Krämer LV. Effects of a Web-Based Behavioral Activation Intervention on Depressive Symptoms, Activation, Motivation, and Volition: Results of a Randomized Controlled Trial. Psychotherapy and Psychosomatics. 2023.";NA
"458";"Mueller-Weinitschke, 2023";"bat";"cau";NA;NA;0,967454542700869;0,186949542057783;"msd";"phq-9";"self-report";9,2;4,8;64;13,5;4;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,6;3,2;64;16,3;3,2;64;64;64;8;6;1;2023;8;"post";"n";"gsh";"gsh";"eu";"adul";0,79;"com";"mdd";"adul";1;1;"sr";1;4;6;42;NA;NA;NA;NA;NA;NA;"Mueller-Weinitschke C, Bengel J, Baumeister H, Krämer LV. Effects of a Web-Based Behavioral Activation Intervention on Depressive Symptoms, Activation, Motivation, and Volition: Results of a Randomized Controlled Trial. Psychotherapy and Psychosomatics. 2023.";NA
